2025-05-15 19:49:42.661 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.h.c.SpellCheckComponent Loading spell index for spellchecker: default
2025-05-15 19:49:42.678 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:44.224 INFO  (qtp240630125-28) [ x:restaurants] o.a.s.c.S.Request webapp=/solr path=/admin/ping params={} hits=0 status=0 QTime=55
2025-05-15 19:49:44.224 INFO  (qtp240630125-28) [ x:restaurants] o.a.s.c.S.Request webapp=/solr path=/admin/ping params={} status=0 QTime=57
2025-05-15 19:49:44.294 INFO  (qtp240630125-29) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{deleteByQuery=*:* (-1832217303325868032), commit=} 0 56
2025-05-15 19:49:44.365 INFO  (qtp240630125-30) [ x:restaurants] o.a.s.s.AbstractSpatialPrefixTreeFieldType location_rpt{class=org.apache.solr.schema.SpatialRecursivePrefixTreeFieldType,analyzer=org.apache.solr.schema.FieldType$DefaultAnalyzer,args={geo=true, maxDistErr=0.001, spatialContextFactory=JTS, distErrPct=0.025, distanceUnits=kilometers, class=solr.SpatialRecursivePrefixTreeFieldType}} strat: RecursivePrefixTreeStrategy(SPG:(GeohashPrefixTree(maxLevels:11,ctx:JtsSpatialContext{geo=true, calculator=Haversine, worldBounds=Rect(minX=-180.0,maxX=180.0,minY=-90.0,maxY=90.0)})),pruneLeafyBranches) maxLevels: 11
2025-05-15 19:49:44.791 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:44.807 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 7 ms
2025-05-15 19:49:44.816 INFO  (qtp240630125-30) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest1 (1832217303381442560)], commit=} 0 515
2025-05-15 19:49:45.150 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:45.168 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:45.171 INFO  (qtp240630125-31) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest2 (1832217303922507776)], commit=} 0 346
2025-05-15 19:49:45.484 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:45.491 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:45.493 INFO  (qtp240630125-32) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest3 (1832217304296849408)], commit=} 0 311
2025-05-15 19:49:45.881 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:45.888 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:45.889 INFO  (qtp240630125-33) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest4 (1832217304631345152)], commit=} 0 388
2025-05-15 19:49:46.240 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:46.247 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:46.249 INFO  (qtp240630125-26) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest5 (1832217305045532672)], commit=} 0 352
2025-05-15 19:49:46.613 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:46.621 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:46.623 INFO  (qtp240630125-50) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest6 (1832217305423020032)], commit=} 0 366
2025-05-15 19:49:47.019 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:47.029 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:47.033 INFO  (qtp240630125-53) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest7 (1832217305816236032)], commit=} 0 401
2025-05-15 19:49:47.438 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:47.445 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:47.447 INFO  (qtp240630125-27) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest8 (1832217306246152192)], commit=} 0 405
2025-05-15 19:49:47.952 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:47.959 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:47.961 INFO  (qtp240630125-28) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest9 (1832217306682359808)], commit=} 0 504
2025-05-15 19:49:48.468 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:48.473 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:48.474 INFO  (qtp240630125-52) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest10 (1832217307219230720)], commit=} 0 506
2025-05-15 19:49:48.901 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:48.906 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:49.439 INFO  (qtp240630125-29) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest11 (1832217307757150208)], commit=} 0 957
2025-05-15 19:49:49.795 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:49:49.801 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:49:49.803 INFO  (qtp240630125-31) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest12 (1832217308767977472)], commit=} 0 356
2025-05-15 19:51:13.711 INFO  (qtp240630125-32) [ x:restaurants] o.a.s.c.S.Request webapp=/solr path=/admin/ping params={} hits=12 status=0 QTime=1
2025-05-15 19:51:13.712 INFO  (qtp240630125-32) [ x:restaurants] o.a.s.c.S.Request webapp=/solr path=/admin/ping params={} status=0 QTime=2
2025-05-15 19:51:13.796 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:13.800 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:13.970 INFO  (qtp240630125-50) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{deleteByQuery=*:* (-1832217397146157056), commit=} 0 239
2025-05-15 19:51:14.206 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:14.210 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:14.212 INFO  (qtp240630125-53) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest1 (1832217397406203904)], commit=} 0 234
2025-05-15 19:51:14.434 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:14.438 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:14.439 INFO  (qtp240630125-27) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest2 (1832217397659959296)], commit=} 0 220
2025-05-15 19:51:14.781 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:14.788 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2025-05-15 19:51:14.789 INFO  (qtp240630125-28) [ x:restaurants] o.a.s.u.p.LogUpdateProcessorFactory webapp=/solr path=/update params={commit=true}{add=[rest3 (1832217397897986048)], commit=} 0 342
2025-05-15 19:51:15.248 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.QuerySenderListener QuerySenderListener done.
2025-05-15 19:51:15.259 INFO  (searcherExecutor-12-thread-1-processing-restaurants) [ x:restaurants] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
